timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,stressor,stressor_workers,stressor_log,bertscore_precision,bertscore_recall,bertscore_f1
2025-09-24T12:41:51.271562,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,2,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the process of physically limiting the number of pins on a CPU's memory bus to ensure optimal performance and efficiency.,,,0.5,21.5969,1758.79,6027.35,34,5.64,11321.34,27,2.38,17397.7,6446.6589,8205.4489,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.3396,0.4013,0.3713
2025-09-24T12:42:08.515617,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,3,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the practice of modifying processor instructions to increase performance by pinning specific instructions to a single execution unit.,,,0.5,17.2394,1742.17,6047.64,34,5.62,6792.85,25,3.68,12892.29,6319.354,8061.524,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.3986,0.4314,0.4159
2025-09-24T12:42:30.391722,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,1,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency in real-time systems refers to the delay between when a system receives information and when it generates the next response.,,,1.0,21.8714,2030.06,6463.42,35,5.42,10710.72,24,2.24,17212.72,6909.7,8939.76,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.5201,0.6717,0.5955
2025-09-24T12:42:54.688110,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,2,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency in real-time systems refers to the time delay between when a request is sent to a real-time system and when it is received or processed.,,,0.5,24.2917,1745.32,6274.72,35,5.58,13558.12,30,2.21,19872.66,6726.6573,8471.9773,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.4404,0.6474,0.5427
2025-09-24T12:43:16.441497,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,3,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,"Latency in real-time systems refers to the time delay between the arrival of a request and the response, affecting system performance and user experience.",,,1.0,21.7485,1948.59,6251.86,35,5.6,10842.06,28,2.58,17165.43,6639.0764,8587.6664,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.4895,0.7075,0.597
2025-09-24T12:43:35.190983,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,1,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board because it can cause unnecessary computations and data dependencies between components, leading to increased processing time.",,,0.3333,18.7442,1659.66,6853.98,39,5.69,7654.0,28,3.66,14581.45,7127.3371,8786.9971,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_003_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.422,0.3732,0.3985
2025-09-24T12:44:09.854970,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,2,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board due to increased clock frequencies, which can lead to more frequent clock toggles and faster frequency changes, which can cause a delay in the timing of instructions, leading to increased latency in inference.",,,0.3333,34.6588,2301.64,7010.99,39,5.56,22289.06,48,2.15,29364.29,7475.3454,9776.9854,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_003_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.3536,0.3395,0.3476
2025-09-24T12:44:40.303591,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,3,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board because it can cause the CPU to run slower and take longer to respond to instructions, which can slow down the processing of data and the execution of instructions on the board.",,,0.3333,30.4437,1781.0,6861.92,39,5.68,18880.17,44,2.33,25810.08,7291.0148,9072.0148,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_003_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.3367,0.3308,0.3348
2025-09-24T12:45:52.502800,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,1,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the number of tasks or data samples processed in a given time period, typically measured in units such as ""per second"" or ""per minute"". It represents the rate at which data is processed by the AI system, indicating how many data samples can be processed per second or per minute. Latency, on the other hand, is the time required to complete a task or data sample, measured in units such as ""seconds"" or ""minutes"". Latency reflects the time it takes for the data to be processed by the AI system, which can be influenced by factors such as network latency and the size of the data being processed. Throughput is more relevant for performance measures, while latency is important for efficiency in terms of processing time.",,,1.0,72.194,1646.41,6547.16,37,5.65,61157.48,151,2.47,67954.75,6952.1764,8598.5864,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_004_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.08,0.1833,0.1325
2025-09-24T12:47:25.811216,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,2,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the number of tasks that can be executed per unit of time, typically measured in megaflops (Mflops) or teraflops (Tflops). It represents the rate at which computations can be performed, with more throughput means more tasks can be executed in the same amount of time. Latency, on the other hand, refers to the time it takes for a task to complete. In AI inference, latency is the time it takes for the AI to process and deliver the results, which is measured in milliseconds (ms) or microseconds (us). High latency means that a task takes longer to complete, which can result in slower performance and more complex workflows. In summary, throughput measures the capability to perform tasks efficiently, while latency measures the time it takes to complete tasks. High throughput and low latency are desirable in AI inference to achieve optimal performance and efficiency.",,,1.0,93.3025,1942.29,6714.16,37,5.51,81904.29,179,2.19,88874.25,7171.7259,9114.0159,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_004_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.0471,0.2166,0.1319
2025-09-24T12:48:22.514809,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,3,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the amount of data that can be processed or analyzed per unit of time, while latency refers to the time it takes to complete the processing or analysis. In AI inference, throughputs are crucial for determining the performance of an AI system, as they measure the number of inputs that can be processed in a given time frame. Latency, on the other hand, is more related to the time it takes to complete the processing or analysis, which is more important for the real-time application.",,,1.0,56.6978,2065.84,6726.52,37,5.5,45083.47,101,2.24,51951.81,7172.891,9238.731,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_004_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.2513,0.2751,0.2643
